Chemin-d'Antony;985000;021.6
Chemin-Peseux;868000;359.2
Chenevières;67000;398.5
Chenonceaux-Chisseaux;593000;280.6
Chepy-Valines;323000;193.7
Cherbourg;366000;370.6
Chessy;775000;089.7
Chevaigné;441000;389.4
Chevigny-St-Sauveur;850000;325.5
Chevillon;20000;253.1
Chevilly;570000;107.0
Chèvremont;1000;448.6
Chevrières;242000;068.6
Chevry;891000;165.2
Chézy-sur-Marne;70000;088.6
Chilly-Mazarin;990000;100.3
Chindrieux;900000;108.2
Chinon;525000;200.1
Chirac;722000;617.4
Chissay-en-Touraine;593000;275.2
Chivres-en-Laonnois;228000;157.8
Chocques;301000;235.0
Choisy-le-Roi;570000;009.8
Choisy-le-Roi;985000;009.8
Cholet;523000;042.8
Chorges;915000;282.5
Chouzy;570000;189.9
Cinq-Mars-la-Pile;515000;255.1
Cintegabelle;672000;039.4
Cires-lès-Mello;316000;059.6
Ciry-le-Noble;769000;085.2
Ciry-Sermoise;205000;010.3
Civray-Ville;607000;434.6
Civrieux-d'Azergues;775000;099.8
Civry-St-Cloud;558000;030.3
Cize-Bolozon;884000;025.6
Clacy-Mons;229000;134.9
Clairvaux;1000;233.1
Clamart;420000;005.5
Clamecy;753000;226.8
Clamecy;762000;226.8
Clelles-Mens;905000;187.1
Clérac-Charente;580000;053.4
Clères;350000;160.1
Clères;353300;000.0
Clermont-de-l'Oise;272000;065.0
Clermont-Ferrand;790000;419.5
Clermont-La Pardieu;790000;422.7
Clermont-La Rotonde;711000;505.0
Clermont-les-Fermes;228000;165.7
Clerval;852000;453.1
Clichy-Levallois;334000;003.0
Clichy-Levallois;334900;003.0
Clichy-Levallois;340000;003.0
Clichy-Levallois;973000;003.0
Clion-sur-Indre;594000;311.5
Clion-sur-Seugne;500000;528.1
Clisson;530000;026.9
Clonas;830000;558.3
Cloyes;550000;145.7
Cluses;895000;024.6
Coarraze-Nay;650000;198.1
Coat-Guégan;485000;520.6
Cobrieux;268000;253.0
Cocheren;172000;041.5
Cognac;579000;017.7
Coignières;420000;034.1
Colayrac;640000;129.6
Coligny (Marne);10000;023.3
Colleville-Ste-Hélène;357000;065.1
Collioure;677000;494.6
Collonges;850000;336.0
Collonges-Fontaines;830000;499.9
Colmar;115000;065.1
Colmar;120000;000.9
Colmar;129000;000.0
Colmar-Mésanges;119000;001.4
Colmar-St-Joseph;119000;000.0
Colombes;334000;007.5
Colombes;334900;007.5
Colombier-Fontaine;852000;472.0
Colombiers;640000;424.9
Colomiers;648000;016.5
Colomiers-Lycée-International;648000;018.5
Colroy-Lubine;110000;069.1
Coltainville;553000;076.5
Combourg;441000;415.7
Combs-la-Ville-Quincy;830000;025.6
Comines;296000;020.8
Commentry;705000;340.4
Commentry;707000;340.4
Commercy;70000;294.1
Compans;229000;029.0
Compiègne;242000;083.5
Concarneau;476000;679.2
Conches;366000;125.5
Conchil-le-Temple;311000;209.1
Condat-le-Lardin;621000;122.6
Condé-sur-Huisne;420000;140.2
Condé-sur-Vire;414000;011.5
Condom;643000;154.6
Conflans-Fin-d'Oise;334000;026.1
Conflans-Fin-d'Oise;338000;025.4
Conflans-Jarny;85000;316.4
Conflans-Jarny;86000;316.4
Conflans-Jarny;95000;041.9
Conflans-Ste-Honorine;334000;024.7
Conlie;420000;234.3
Connantre;10000;039.7
Connerré-Beillé;420000;186.3
Contrexéville;35000;063.0
Corbehem;272000;212.1
Corbeil-Essonnes;745000;032.6
Corbeil-Essonnes;746000;032.6
Corbeil-Essonnes;988000;010.4
Corbie;272000;139.3
Corbigny;762000;258.6
Corcieux-Vanémont;62000;033.7
Corcy;229000;087.7
Cordemais;515000;459.1
Cordes-Vindrac;718000;319.8
Corgoloin;830000;342.9
Cormeilles-en-Parisis;334000;016.9
Cormery;594000;262.9
Cornil;621000;165.0
Coron-de-Méricourt;284000;213.4
Corps-Nuds;466000;043.8
Corrèze;716000;613.3
